video_hashid,time_in_extended_iso,body_score,face_score,hands_score,body_in_image,face_in_image,hands_in_image,threshold_used
00320003_2024-03-17_1_d88df26ba3,0:10:14,0.61,0.78,0.75,True,True,True,0.4
00320003_2024-03-24_2_53a9b0ff2c,0:02:01,0.12,0.2,0.25,False,False,False,0.4
00320003_2024-03-24_2_7d972c7b1a,0:07:36,0.15,0.17,0.15,False,False,False,0.4
00320003_2024-05-04_1_bcb470a01a,0:10:19,0.56,0.66,0.64,True,True,True,0.4
00320003_2024-05-04_2_5344ba50cf,0:00:14,0.65,0.84,0.82,True,True,True,0.4
00320003_2024-05-19_1_337dc6d1e7,0:11:14,0.32,0.24,0.5,False,False,True,0.4
00320003_2024-05-19_1_ef9a26227b,0:01:54,0.3,0.28,0.74,False,False,True,0.4
00320003_2024-05-19_2_decdc11561,0:03:11,0.53,0.84,0.77,True,True,True,0.4
00320003_2024-06-02_1_fcbc9dbfec,0:03:43,0.77,0.84,0.81,True,True,True,0.4
00320003_2024-06-27_2_d8c28ae65c,0:04:24,0.22,0.29,0.28,False,False,False,0.4
00320003_2024-07-10_1_99da316247,0:03:34,0.48,0.67,0.66,True,True,True,0.4
00320003_2024-07-26_3_5390509fea,0:11:54,0.97,1.02,0.97,True,True,True,0.4
00320003_2024-08-24_2_aa393a33e9,0:04:11,0.26,0.3,0.29,False,False,False,0.4
00320003_2024-09-01_2_979d2ffd29,0:11:45,0.45,0.49,0.47,True,True,True,0.4
00320003_2024-09-08_2_d355c33f2a,0:03:26,0.73,0.78,0.76,True,True,True,0.4
00320003_2024-09-08_3_84d074bc74,0:07:38,0.14,0.15,0.13,False,False,False,0.4
00320003_2024-09-08_3_84d074bc74,0:10:43,0.23,0.25,0.2,False,False,False,0.4
00320003_2024-09-15_1_92f0476246,0:08:19,0.95,1.02,0.99,True,True,True,0.4
00320003_2024-09-15_3_83b4480cc4,0:01:28,0.23,0.29,0.27,False,False,False,0.4
00320003_2024-09-15_3_83b4480cc4,0:12:50,0.61,0.82,0.78,True,True,True,0.4
00320003_2024-09-21_1_233fb3ab15,0:07:01,0.51,0.46,0.5,True,True,True,0.4
00320003_2024-09-21_3_56648d4d29,0:07:47,0.4,0.54,0.54,True,True,True,0.4
00320003_2024-09-22_1_3131d3f8cb,0:08:38,0.23,0.22,0.2,False,False,False,0.4
00320003_2024-10-13_1_1d4a762718,0:10:52,0.21,0.21,0.19,False,False,False,0.4
00320003_2024-11-02_4_22f0bc6a99,0:01:43,0.16,0.19,0.16,False,False,False,0.4
00320003_2024-11-09_2_05c09e013b,0:11:17,0.21,0.32,0.31,False,False,False,0.4
00320003_2024-11-09_3_d65a1c42c7,0:08:43,0.19,0.22,0.2,False,False,False,0.4
00320003_2024-11-17_1_309c11e35d,0:01:35,0.18,0.22,0.15,False,False,False,0.4
00320003_2024-11-23_3_f6beacf463,0:09:43,0.51,0.56,0.6,True,True,True,0.4
00320003_2024-11-23_3_fdae97f584,0:00:48,0.47,0.54,0.49,True,True,True,0.4
00320003_2024-11-30_2_4c2ae003b1,0:02:55,0.25,0.25,0.26,False,False,False,0.4
00320003_2024-12-07_1_783dda0c19,0:05:38,0.24,0.22,0.45,False,False,True,0.4
00320003_2024-12-07_2_04f41681fa,0:00:01,0.46,0.53,0.47,True,True,True,0.4
00320003_2024-12-07_3_114d6b3874,0:13:14,0.31,0.21,0.27,False,False,False,0.4
00320003_2024-12-13_2_b374c7b7d3,0:01:45,0.35,0.39,0.32,False,False,False,0.4
00320003_2024-12-13_2_b374c7b7d3,0:05:31,0.29,0.27,0.44,False,False,True,0.4
00320003_2024-12-13_3_67e9f07e85,0:15:44,0.34,0.41,0.38,False,True,False,0.4
00320003_2024-12-15_3_7ed8f3ffd1,0:08:04,0.71,0.44,0.98,True,True,True,0.4
00350002_2024-12-11_1_046b221fe4,0:03:29,0.15,0.15,0.14,False,False,False,0.4
00360001_2024-08-06_2_cf788ae779,0:03:23,0.75,0.82,0.82,True,True,True,0.4
00360001_2024-08-20_1_4e45f7fa86,0:04:25,0.79,0.95,0.95,True,True,True,0.4
00360001_2024-08-20_1_4e45f7fa86,0:10:23,0.26,0.24,0.54,False,False,True,0.4
00360001_2024-08-20_1_6d8c7a2f45,0:05:24,0.18,0.13,0.2,False,False,False,0.4
00360001_2024-08-25_1_e9a12bd228,0:03:39,0.17,0.19,0.16,False,False,False,0.4
00360001_2024-09-04_1_ee3695d60b,0:01:44,0.44,0.31,0.34,True,False,False,0.4
00360001_2024-09-04_1_ee3695d60b,0:08:43,0.73,0.51,0.49,True,True,True,0.4
00360001_2024-09-04_1_ee3695d60b,0:10:50,0.96,1.01,0.99,True,True,True,0.4
00360001_2024-09-18_1_323ae99159,0:09:56,0.23,0.29,0.58,False,False,True,0.4
00360001_2024-09-25_1_8c619c1eb3,0:01:58,0.38,0.44,0.42,False,True,True,0.4
00360001_2024-09-25_2_d2aae6f677,0:00:17,0.21,0.29,0.29,False,False,False,0.4
00360001_2024-11-16_1_f769dd9bdc,0:16:29,0.93,1.0,1.0,True,True,True,0.4
00360001_2024-11-16_2_7140b437dd,0:02:11,0.37,0.17,0.56,False,False,True,0.4
00360001_2024-11-27_2_6e0cbed3dc,0:14:01,0.74,0.86,0.81,True,True,True,0.4
00360001_2024-12-14_1_8e08daf38c,0:06:41,0.91,1.07,0.99,True,True,True,0.4
00360001_2024-12-14_2_5e62305782,0:05:02,0.39,0.43,0.4,False,True,True,0.4
00360001_2024-12-14_2_5e62305782,0:07:02,0.28,0.21,0.32,False,False,False,0.4
00360001_2024-12-14_2_5e62305782,0:13:55,0.39,0.48,0.86,False,True,True,0.4
00370001_2024-01-02_3_f3f2baedc3,0:05:12,0.3,0.31,0.35,False,False,False,0.4
00370001_2024-01-03_2_e320aad0ce,0:04:21,0.89,0.95,0.91,True,True,True,0.4
00370001_2024-01-27_2_76e16eced3,0:00:48,0.27,0.3,0.22,False,False,False,0.4
00370001_2024-01-28_2_7c56c3da93,0:01:53,0.53,0.34,0.54,True,False,True,0.4
00370001_2024-02-18_1_6e8c28dc0e,0:10:29,0.24,0.24,0.23,False,False,False,0.4
00370001_2024-02-25_1_2f45f737a0,0:08:24,0.92,0.98,0.96,True,True,True,0.4
00370001_2024-02-25_1_2f45f737a0,0:10:12,0.23,0.22,0.21,False,False,False,0.4
00370001_2024-03-02_1_29e0c3e626,0:07:18,0.56,0.25,0.77,True,False,True,0.4
00370001_2024-03-02_2_93749bf4ac,0:08:24,0.81,1.0,0.99,True,True,True,0.4
00370001_2024-03-03_2_4d2a87677a,0:11:29,0.32,0.36,0.35,False,False,False,0.4
00370001_2024-03-04_3_c6c8d09151,0:08:03,0.29,0.36,0.35,False,False,False,0.4
00370001_2024-03-13_1_a4d73f8448,0:04:01,0.45,0.73,0.7,True,True,True,0.4
00370001_2024-03-15_2_47ffc295af,0:14:35,0.89,0.94,0.89,True,True,True,0.4
00370001_2024-03-16_1_6efdc81d22,0:07:46,0.91,1.02,0.98,True,True,True,0.4
00370001_2024-03-31_1_f7235bc3b9,0:07:13,0.85,1.0,0.98,True,True,True,0.4
00370001_2024-04-03_1_cfa0211173,0:09:05,0.21,0.16,0.18,False,False,False,0.4
00370001_2024-04-06_1_8a7163433f,0:00:04,0.21,0.25,0.24,False,False,False,0.4
00370001_2024-04-25_1_cab9e8e289,0:08:53,0.88,1.01,1.0,True,True,True,0.4
00370001_2024-06-01_1_2d39ce1fc1,0:01:20,0.24,0.25,0.28,False,False,False,0.4
00370001_2024-06-01_1_7eeebd0fd3,0:05:51,0.2,0.19,0.16,False,False,False,0.4
00370001_2024-06-01_2_8a5e1a8752,0:01:00,0.72,0.84,0.82,True,True,True,0.4
00370001_2024-07-20_2_facd959862,0:07:10,0.27,0.36,0.47,False,False,True,0.4
00370001_2024-07-26_2_baffbdeadb,0:02:11,0.46,0.47,0.63,True,True,True,0.4
00370001_2024-08-02_1_2ff1a571d4,0:00:03,0.24,0.29,0.47,False,False,True,0.4
00370001_2024-08-08_1_9d26946d91,0:07:32,0.87,1.01,0.99,True,True,True,0.4
00370001_2024-08-11_1_02f27f4076,0:04:27,0.37,0.37,0.41,False,False,True,0.4
00370001_2024-08-11_1_02f27f4076,0:06:10,0.21,0.19,0.29,False,False,False,0.4
00370001_2024-09-27_2_f6e1c452d4,0:12:01,0.63,0.64,0.67,True,True,True,0.4
00370001_2024-10-13_1_512e78125d,0:10:21,0.29,0.37,0.32,False,False,False,0.4
00370001_2024-11-23_3_36b0eea465,0:13:17,0.33,0.25,0.38,False,False,False,0.4
00370002_2024-01-24_4_03c5db64e2,0:01:59,0.17,0.3,0.28,False,False,False,0.4
00370002_2024-02-03_2_6c35fa7bf4,0:02:46,0.6,0.58,0.57,True,True,True,0.4
00370002_2024-03-09_2_63dd9dba63,0:02:55,0.86,0.92,0.89,True,True,True,0.4
00370002_2024-03-15_3_3858d97962,0:04:31,0.37,0.28,0.63,False,False,True,0.4
00370002_2024-03-17_3_9004aa7b9b,0:04:20,0.3,0.31,0.28,False,False,False,0.4
00370002_2024-03-23_3_0017b4e4df,0:00:07,0.3,0.3,0.29,False,False,False,0.4
00370002_2024-03-31_1_77e5fb713b,0:14:31,0.39,0.33,0.51,False,False,True,0.4
00370002_2024-03-31_2_ca9c2ef0d6,0:18:25,0.24,0.25,0.23,False,False,False,0.4
00370002_2024-04-07_1_eb816d657e,0:10:26,0.78,0.93,0.9,True,True,True,0.4
00370002_2024-04-07_3_de9e8314d8,0:06:22,0.22,0.26,0.28,False,False,False,0.4
00370002_2024-04-13_1_2f5686a63d,0:01:22,0.38,0.25,0.6,False,False,True,0.4
00370002_2024-04-14_1_e2c05d367d,0:05:19,0.42,0.54,0.5,True,True,True,0.4
00370002_2024-04-14_3_14a09138ad,0:10:19,0.31,0.33,0.3,False,False,False,0.4
00370002_2024-04-14_3_14a09138ad,0:10:47,0.27,0.31,0.56,False,False,True,0.4
00370002_2024-04-21_1_c47c932cfc,0:13:48,0.39,0.43,0.39,False,True,False,0.4
00370002_2024-04-26_1_c97e5c2abe,0:14:17,0.65,0.76,0.71,True,True,True,0.4
00370002_2024-04-26_2_dc0cc401f3,0:01:55,0.48,0.32,0.55,True,False,True,0.4
00370002_2024-04-27_3_991e356edf,0:04:51,0.4,0.19,0.2,True,False,False,0.4
00370002_2024-05-05_1_97b7a6654c,0:11:28,0.73,0.3,0.7,True,False,True,0.4
00370002_2024-05-24_1_c7722fd0ea,0:14:30,0.2,0.21,0.31,False,False,False,0.4
00370002_2024-05-24_2_87b0d489eb,0:11:13,0.18,0.14,0.12,False,False,False,0.4
00370002_2024-05-24_3_19a9df54c9,0:00:12,0.31,0.3,0.29,False,False,False,0.4
00370002_2024-05-24_3_19a9df54c9,0:01:36,0.25,0.24,0.19,False,False,False,0.4
00370002_2024-06-01_2_4825af1df5,0:00:19,0.23,0.27,0.24,False,False,False,0.4
00370002_2024-06-02_1_5a57e66e2b,0:02:04,0.22,0.25,0.24,False,False,False,0.4
00370002_2024-06-08_2_cc8093225e,0:05:16,0.14,0.19,0.16,False,False,False,0.4
00370002_2024-06-15_1_0af54ce5b8,0:03:12,0.16,0.21,0.29,False,False,False,0.4
00370002_2024-06-21_2_4098649a65,0:01:57,0.35,0.45,0.48,False,True,True,0.4
00370002_2024-06-23_2_5875dac865,0:04:47,0.27,0.41,0.39,False,True,False,0.4
00370002_2024-06-23_2_5875dac865,0:06:59,0.62,0.79,0.76,True,True,True,0.4
00370002_2024-06-29_3_ba3cf805b0,0:07:22,0.52,0.61,0.6,True,True,True,0.4
00370002_2024-07-01_1_efd0b3c8e9,0:10:03,0.15,0.18,0.15,False,False,False,0.4
00370002_2024-07-01_3_06139224c4,0:00:04,0.26,0.24,0.44,False,False,True,0.4
00370002_2024-07-26_1_8334063b86,0:08:00,0.89,0.94,0.92,True,True,True,0.4
00370002_2024-08-19_2_9061ab273d,0:08:22,0.65,0.37,0.82,True,False,True,0.4
00370002_2024-09-01_1_a3ce82d02f,0:00:36,0.93,1.0,0.96,True,True,True,0.4
00370002_2024-09-07_1_c295e6fc39,0:09:55,0.79,0.84,0.8,True,True,True,0.4
00370002_2024-09-08_1_30ddd3f745,0:00:59,0.73,0.23,1.03,True,False,True,0.4
00370002_2024-09-10_1_ddb87618eb,0:05:46,0.18,0.21,0.19,False,False,False,0.4
00370002_2024-09-11_1_2782a8b53c,0:12:25,0.28,0.31,0.52,False,False,True,0.4
00370002_2024-09-11_3_5c31a30dd8,0:01:44,0.33,0.29,0.55,False,False,True,0.4
00370002_2024-09-14_1_3f675ce30b,0:07:50,0.81,0.96,0.93,True,True,True,0.4
00370002_2024-09-16_1_75cd1a9250,0:00:37,0.27,0.25,0.23,False,False,False,0.4
00370002_2024-09-16_1_75cd1a9250,0:01:21,0.27,0.31,0.33,False,False,False,0.4
00370002_2024-09-16_1_d1d6259e77,0:00:53,0.29,0.26,0.48,False,False,True,0.4
00370002_2024-09-22_1_cae95002e5,0:05:18,0.25,0.18,0.66,False,False,True,0.4
00370002_2024-09-22_2_d3dc991d9c,0:10:48,0.28,0.36,0.34,False,False,False,0.4
00370002_2024-09-22_3_de35387f31,0:07:17,0.15,0.11,0.15,False,False,False,0.4
00370002_2024-09-29_1_40db744a2c,0:12:39,0.2,0.46,0.39,False,True,False,0.4
00370002_2024-09-29_1_40db744a2c,0:13:42,0.82,0.92,0.86,True,True,True,0.4
00370002_2024-09-29_3_2814d21833,0:13:05,0.56,0.65,0.65,True,True,True,0.4
00370002_2024-10-07_2_23c4b7fac0,0:00:21,0.21,0.2,0.22,False,False,False,0.4
00370002_2024-10-13_5_023f4bca47,0:00:10,0.42,0.43,0.56,True,True,True,0.4
00370002_2024-10-19_3_a093626fec,0:07:17,0.3,0.38,0.36,False,False,False,0.4
00370002_2024-10-23_1_27e8f669eb,0:08:03,0.18,0.19,0.13,False,False,False,0.4
00370002_2024-10-26_3_9db6a7dbf4,0:00:57,0.81,0.79,0.79,True,True,True,0.4
00370002_2024-11-02_3_804aeb99ea,0:09:39,0.26,0.28,0.19,False,False,False,0.4
00370002_2024-11-09_1_ac7eefe31a,0:02:18,0.27,0.24,0.34,False,False,False,0.4
00370002_2024-11-09_2_bb8c2fe2e0,0:00:06,0.44,0.25,0.57,True,False,True,0.4
00370002_2024-11-10_2_4658c846e2,0:00:48,0.26,0.22,0.57,False,False,True,0.4
00370002_2024-11-10_3_90e30bf70d,0:03:36,0.62,0.77,0.75,True,True,True,0.4
00370002_2024-11-10_3_90e30bf70d,0:09:58,0.84,0.89,0.85,True,True,True,0.4
00370002_2024-11-17_1_1fdfd5be24,0:03:03,0.31,0.34,0.71,False,False,True,0.4
00370002_2024-12-14_1_6215bf2832,0:01:08,0.15,0.19,0.18,False,False,False,0.4
00370002_2024-12-14_3_902d00b502,0:04:08,0.23,0.25,0.24,False,False,False,0.4
00390001_2024-08-12_1_bc42dc3009,0:06:59,0.26,0.18,0.68,False,False,True,0.4
00390001_2024-08-18_3_948340ddf0,0:06:02,0.15,0.15,0.15,False,False,False,0.4
00390001_2024-08-18_4_a53af19819,0:03:29,0.59,0.73,0.71,True,True,True,0.4
00390001_2024-12-08_1_e85e2ccb69,0:05:24,0.4,0.52,0.52,True,True,True,0.4
00400001_2023-06-15_2_edea922321,0:08:01,0.4,0.26,0.53,True,False,True,0.4
00400001_2023-06-16_1_e2a46f82b2,0:10:42,0.21,0.25,0.21,False,False,False,0.4
00400001_2023-06-18_1_9a6b5bbbd3,0:11:58,0.22,0.32,0.26,False,False,False,0.4
00400001_2023-06-19_1_60cc1c157f,0:03:07,0.67,0.2,0.87,True,False,True,0.4
00400001_2023-06-19_2_1b79899301,0:07:06,0.1,0.1,0.13,False,False,False,0.4
00400001_2023-06-20_3_6336f699dc,0:12:43,0.4,0.42,0.69,True,True,True,0.4
00400001_2023-06-27_1-1_9c0ade0038,0:06:02,0.7,0.76,0.75,True,True,True,0.4
00400001_2023-06-30_1-2_5fcc9204c1,0:05:05,0.65,0.45,0.3,True,True,False,0.4
00400001_2023-06-30_1-2_5fcc9204c1,0:07:05,0.23,0.27,0.19,False,False,False,0.4
00400001_2023-06-30_2-2_df1a53fe6d,0:08:51,0.47,0.52,0.47,True,True,True,0.4
00400001_2023-07-01_2_27110b351c,0:01:16,0.25,0.28,0.28,False,False,False,0.4
00400001_2023-07-01_4_43382195be,0:07:02,0.83,0.91,0.9,True,True,True,0.4
00400001_2023-07-01_5_98346adb78,0:04:21,0.24,0.19,0.22,False,False,False,0.4
00400001_2023-07-04_1_a4f486b558,0:13:52,0.17,0.38,0.31,False,False,False,0.4
00400001_2023-07-06_1-1_bdbb6b57df,0:09:21,0.36,0.4,0.38,False,True,False,0.4
00400001_2023-07-11_1_416f03a077,0:07:33,0.24,0.38,0.35,False,False,False,0.4
00400001_2023-07-18_1_312d4af0ba,0:04:30,0.95,1.02,0.97,True,True,True,0.4
00400001_2023-07-20_3_3875d779f2,0:04:14,0.94,1.0,0.95,True,True,True,0.4
00400001_2023-08-06_3_1af17793e0,0:07:08,0.82,0.98,0.99,True,True,True,0.4
00400001_2023-08-07_3_64431c435e,0:00:22,0.15,0.18,0.14,False,False,False,0.4
00400001_2023-08-08_3-2_d4a5874372,0:01:36,0.78,0.87,0.82,True,True,True,0.4
00400001_2023-08-08_3-2_d4a5874372,0:09:31,0.26,0.27,0.15,False,False,False,0.4
00400001_2023-08-09_2-3_8b6a5615aa,0:14:17,0.93,1.02,0.96,True,True,True,0.4
00400001_2023-08-16_1_af86738dca,0:04:57,0.16,0.16,0.27,False,False,False,0.4
00400001_2023-08-19_3_87e1e4af62,0:06:29,0.93,1.0,0.98,True,True,True,0.4
00400001_2023-08-25_2_de7e6de24f,0:01:06,0.58,0.49,0.42,True,True,True,0.4
00400001_2023-09-02_3_7fa0a03fa1,0:08:11,0.14,0.26,0.2,False,False,False,0.4
00400001_2023-09-04_2_6013bebe29,0:03:44,0.62,0.79,0.77,True,True,True,0.4
00400001_2023-09-06_1_2e14c8204f,0:06:02,0.13,0.18,0.16,False,False,False,0.4
00400001_2023-09-06_1_fa820c1f76,0:07:27,0.35,0.24,0.87,False,False,True,0.4
00400001_2023-09-10_1_b25c5eeadf,0:02:12,0.27,0.27,0.24,False,False,False,0.4
00400001_2023-09-10_3_75bda4180b,0:07:03,0.39,0.56,0.4,False,True,True,0.4
00400001_2023-09-12_1_e522f5f6e0,0:11:43,0.38,0.46,0.44,False,True,True,0.4
00400001_2023-09-12_2_49798bc1f7,0:02:01,0.31,0.21,0.2,False,False,False,0.4
00400001_2023-09-19_1_df53746bba,0:02:24,0.55,0.66,0.64,True,True,True,0.4
00400001_2023-09-23_2_533dfe1cb7,0:03:54,0.6,0.37,0.39,True,False,False,0.4
00400001_2023-09-24_2_0f0f14de51,0:11:46,0.39,0.48,0.48,False,True,True,0.4
00400001_2023-09-28_3_1490ddb610,0:13:42,0.23,0.25,0.24,False,False,False,0.4
00400001_2023-09-29_1_3b73f6226f,0:00:02,0.87,0.95,0.97,True,True,True,0.4
00400001_2023-09-29_3_056fe630c5,0:06:36,0.8,0.94,0.88,True,True,True,0.4
00400001_2023-09-30_1_6c708a4533,0:10:50,0.25,0.23,0.18,False,False,False,0.4
00400001_2023-10-01_2_6d4d59f939,0:00:55,0.69,0.93,0.89,True,True,True,0.4
00400001_2023-10-07_3_a23e300e3e,0:00:25,0.21,0.2,0.52,False,False,True,0.4
00400001_2023-10-09_1-1_44d7532405,0:05:44,0.25,0.3,0.21,False,False,False,0.4
00400001_2023-10-10_1-2_652cb6b05d,0:14:46,0.92,1.02,0.98,True,True,True,0.4
00400001_2023-10-10_3-2_97e104e210,0:04:35,0.25,0.29,0.27,False,False,False,0.4
00400001_2023-10-13_2_ee40407f6d,0:11:53,0.36,0.39,0.36,False,False,False,0.4
00400001_2023-10-21_1_83e4eb0690,0:05:59,0.49,0.34,0.7,True,False,True,0.4
00400001_2023-10-21_1_83e4eb0690,0:12:17,0.23,0.24,0.34,False,False,False,0.4
00400001_2023-10-22_1_f34687a50f,0:06:13,0.75,0.99,0.94,True,True,True,0.4
00400001_2023-11-08_1_3dd0154887,0:13:13,0.25,0.27,0.24,False,False,False,0.4
00400001_2023-11-11_2_74e3221961,0:03:42,0.72,0.85,0.82,True,True,True,0.4
00400001_2023-12-16_3_75d9b8c97e,0:07:53,0.28,0.29,0.29,False,False,False,0.4
00400001_2023-12-18_1_45eca28c85,0:12:37,0.3,0.34,0.32,False,False,False,0.4
00400001_2023-12-22_2_706971afb3,0:02:43,0.3,0.25,0.34,False,False,False,0.4
00400001_2023-12-22_3_4bae479e19,0:00:20,0.22,0.21,0.2,False,False,False,0.4
00400001_2023-12-29_1_04b2d9b51b,0:09:00,0.24,0.33,0.22,False,False,False,0.4
00400001_2023-12-29_2_82c141894f,0:01:58,0.35,0.38,0.34,False,False,False,0.4
00400001_2024-01-02_1_895378b949,0:03:38,0.34,0.45,0.43,False,True,True,0.4
00400001_2024-01-02_2_ad9ef45c18,0:06:42,0.25,0.27,0.49,False,False,True,0.4
00400001_2024-01-08_1_fa04a9816f,0:09:02,0.67,0.47,0.45,True,True,True,0.4
00400001_2024-01-13_1_64dcccac56,0:05:38,0.85,0.49,0.72,True,True,True,0.4
00400001_2024-01-15_1_77f79cd645,0:10:51,0.32,0.5,0.38,False,True,False,0.4
00400001_2024-01-16_3_d922fff4a0,0:08:48,0.36,0.47,0.4,False,True,True,0.4
00400001_2024-01-30_2_649db4ff2f,0:00:09,0.17,0.21,0.2,False,False,False,0.4
00400001_2024-03-31_1_01fc546713,0:08:01,0.39,0.45,0.77,False,True,True,0.4
00400001_2024-03-31_3_c72e3d327a,0:04:49,0.12,0.13,0.13,False,False,False,0.4
00400001_2024-04-19_1_06564f957e,0:07:37,0.24,0.29,0.46,False,False,True,0.4
00400001_2024-05-01_2_8d86ea8406,0:05:49,0.35,0.27,0.54,False,False,True,0.4
00400001_2024-05-01_2_8d86ea8406,0:07:10,0.28,0.29,0.3,False,False,False,0.4
00400001_2024-05-03_1_d8ea0c2efd,0:10:45,0.22,0.26,0.24,False,False,False,0.4
00400001_2024-05-29_1_252d1b58ee,0:01:51,0.24,0.13,0.46,False,False,True,0.4
00400001_2024-06-09_2_aa0a991e8a,0:16:44,0.8,0.85,0.82,True,True,True,0.4
00400001_2024-06-15_1_bf26d17381,0:13:03,0.89,1.03,1.0,True,True,True,0.4
00400001_2024-06-18_1_873b86db81,0:12:37,0.53,0.38,0.29,True,False,False,0.4
00400001_2024-06-22_2_ac17eebbda,0:00:43,0.16,0.18,0.16,False,False,False,0.4
00400001_2024-06-27_1_6eb515e5a3,0:01:19,0.51,0.68,0.47,True,True,True,0.4
00400001_2024-06-30_2_2513d0daed,0:06:25,0.49,0.54,0.79,True,True,True,0.4
00400001_2024-06-30_3_a69c8e8ddb,0:12:06,0.22,0.28,0.26,False,False,False,0.4
00400001_2024-07-03_1_3d1994f9f5,0:12:51,0.24,0.22,0.2,False,False,False,0.4
00400001_2024-07-06_2_e965b6e7b3,0:12:02,0.11,0.13,0.11,False,False,False,0.4
00400001_2024-07-10_1_b9c06a3d43,0:00:05,0.39,0.46,0.46,False,True,True,0.4
00400001_2024-07-12_1_1184850ebb,0:11:32,0.68,0.85,0.84,True,True,True,0.4
00400001_2024-07-25_1_72df26f7f1,0:02:16,0.31,0.36,0.31,False,False,False,0.4
00400001_2024-08-20_1_17cca6b136,0:04:09,0.76,1.02,1.01,True,True,True,0.4
00400001_2024-09-15_1_964b918b78,0:01:54,0.61,0.43,0.28,True,True,False,0.4
00400001_2024-09-15_1_964b918b78,0:02:20,0.25,0.26,0.26,False,False,False,0.4
00400001_2024-09-27_2_edde64f9fc,0:17:33,0.33,0.38,0.38,False,False,False,0.4
00400001_2024-10-06_1_27b7099279,0:11:10,0.63,0.61,0.39,True,True,False,0.4
00400001_2024-10-09_2_f4e8e4e6f4,0:03:42,0.39,0.36,0.46,False,False,True,0.4
00400001_2024-10-21_1_eca3a07725,0:02:49,0.52,0.4,0.68,True,True,True,0.4
00400001_2024-10-21_1_eca3a07725,0:14:55,0.27,0.31,0.3,False,False,False,0.4
00400001_2024-11-26_3_069db0a2ac,0:11:06,0.19,0.27,0.14,False,False,False,0.4
00400001_2024-12-01_2_6c016ade19,0:02:01,0.51,0.55,0.53,True,True,True,0.4
00400002_2023-11-26_1_a9d78efe8d,0:08:42,0.41,0.51,0.73,True,True,True,0.4
00400002_2023-12-05_1_8d274e31e7,0:10:19,0.19,0.2,0.19,False,False,False,0.4
