video_hashid,time_in_extended_iso,body_score,face_score,hands_score,body_in_image,face_in_image,hands_in_image,threshold_used
00510002_2024-08-12_5_9bcba87839,0:11:06,0.67,0.76,0.75,True,True,True,0.4
00510002_2024-08-20_1_5a9c2a4361,0:07:37,0.22,0.28,0.26,False,False,False,0.4
00510002_2024-08-20_1_5a9c2a4361,0:08:18,0.77,0.86,0.86,True,True,True,0.4
00510002_2024-08-20_2_50022929a0,0:05:23,0.85,0.97,0.93,True,True,True,0.4
00510002_2024-08-20_4_15f09b8676,0:05:20,0.26,0.34,0.56,False,False,True,0.4
00510002_2024-08-26_3_a90cdfc5cd,0:04:49,0.24,0.28,0.27,False,False,False,0.4
00510002_2024-08-26_4_e6adec14f9,0:07:47,0.58,0.95,0.95,True,True,True,0.4
00510002_2024-08-26_4_e6adec14f9,0:10:39,0.33,0.24,0.59,False,False,True,0.4
00510002_2024-09-04_4_25ce873c73,0:10:33,0.58,0.82,0.78,True,True,True,0.4
00510002_2024-09-04_5_1cc715c878,0:03:27,0.29,0.21,0.65,False,False,True,0.4
00510002_2024-09-16_2_c5b020df5f,0:00:43,0.65,0.74,0.73,True,True,True,0.4
00510002_2024-09-16_4_5fd80e8b98,0:01:55,0.34,0.31,0.61,False,False,True,0.4
00510002_2024-09-16_4_5fd80e8b98,0:02:50,0.34,0.5,0.46,False,True,True,0.4
00510002_2024-09-23_1_2b3a4171df,0:07:27,0.26,0.32,0.31,False,False,False,0.4
00510002_2024-09-27_3_108a73eb90,0:10:04,0.21,0.16,0.26,False,False,False,0.4
00510002_2024-09-30_3_d2b19dd1a6,0:07:02,0.81,0.85,0.84,True,True,True,0.4
00510002_2024-09-30_5_aa7bb8bd39,0:09:21,0.89,0.98,0.98,True,True,True,0.4
00510002_2024-10-08_2_f770259765,0:11:44,0.33,0.24,0.69,False,False,True,0.4
00510002_2024-10-08_3_8bc23bdbd9,0:05:28,0.26,0.2,0.52,False,False,True,0.4
00510002_2024-10-15_3_f4ab0c0bbd,0:08:42,0.22,0.24,0.24,False,False,False,0.4
00510002_2024-10-22_3_21ca31234a,0:02:53,0.93,1.02,1.02,True,True,True,0.4
00510002_2024-11-05_1_034517fc1e,0:02:05,0.44,0.2,0.54,True,False,True,0.4
00510002_2024-11-12_1_3237844a1f,0:06:27,0.23,0.24,0.45,False,False,True,0.4
00510002_2024-11-12_2_ff91bd82e8,0:03:32,0.36,0.44,0.4,False,True,True,0.4
00510002_2024-11-18_1_8fd6907ea6,0:08:28,0.66,0.21,0.9,True,False,True,0.4
00510002_2024-11-25_3_30c40b1523,0:08:28,0.61,0.72,0.71,True,True,True,0.4
00550001_2023-11-20_1_6b23c75d04,0:13:52,0.16,0.13,0.11,False,False,False,0.4
00550001_2023-11-20_1_c2c236cb64,0:03:51,0.33,0.43,0.41,False,True,True,0.4
00550001_2023-11-20_1_c2c236cb64,0:08:10,0.45,0.39,0.61,True,False,True,0.4
00560001_2023-04-14_1_5ff6910f29,0:10:14,0.22,0.26,0.36,False,False,False,0.4
00560001_2023-04-14_2_00af803345,0:09:51,0.42,0.27,0.58,True,False,True,0.4
00560001_2023-05-26_3_2c704a9506,0:08:40,0.44,0.47,0.43,True,True,True,0.4
00560001_2023-06-23_3_7d3805e47f,0:07:34,0.33,0.18,0.69,False,False,True,0.4
00560001_2023-07-15_2_d24a7b3b75,0:04:46,0.39,0.22,0.44,False,False,True,0.4
00560001_2023-08-11_1_929cee9724,0:02:13,0.97,1.06,1.05,True,True,True,0.4
00560001_2023-09-02_1_6ffc1a97c0,0:07:35,0.32,0.29,0.6,False,False,True,0.4
00560001_2023-09-02_2_7b05f6e008,0:03:06,0.32,0.25,0.54,False,False,True,0.4
00560001_2023-09-23_1_1cf2626664,0:03:19,0.24,0.3,0.26,False,False,False,0.4
00560001_2023-09-25_1_94b585cc1e,0:04:15,0.33,0.38,0.38,False,False,False,0.4
00560001_2023-09-25_2_3df67a6c6d,0:08:50,0.52,0.61,0.6,True,True,True,0.4
00560001_2023-10-14_2_e1e9d8c853,0:05:55,0.26,0.35,0.39,False,False,False,0.4
00560001_2023-10-27_2_4e8ca5bdc6,0:00:11,0.38,0.4,0.38,False,True,False,0.4
00560001_2023-11-25_1_e7f0430081,0:12:42,0.41,0.47,0.46,True,True,True,0.4
00560001_2023-12-08_3_bb1b43c816,0:07:28,0.23,0.28,0.26,False,False,False,0.4
00560001_2023-12-11_1_6ea371330e,0:10:36,0.24,0.17,0.61,False,False,True,0.4
00560001_2023-12-11_2_33ef5139cc,0:01:59,0.41,0.43,0.42,True,True,True,0.4
00590001_2024-08-08_1_522db29e55,0:09:14,0.85,0.65,0.47,True,True,True,0.4
00590001_2024-08-08_1_522db29e55,0:10:43,0.47,0.5,0.48,True,True,True,0.4
00590001_2024-09-09_1_91ca7ff4db,0:05:39,0.21,0.25,0.23,False,False,False,0.4
00590001_2024-09-24_1_426aad7077,0:00:59,0.64,0.2,0.89,True,False,True,0.4
00590001_2024-09-25_1_f004ee5f9e,0:06:04,0.3,0.33,0.26,False,False,False,0.4
00590001_2024-09-27_2_84ca65ae3f,0:00:48,0.19,0.25,0.42,False,False,True,0.4
00680001_2023-04-21_1_cca5b7d85c,0:11:33,0.18,0.19,0.18,False,False,False,0.4
00680001_2023-04-23_1_d1d175b7ac,0:06:53,0.94,1.06,0.99,True,True,True,0.4
00680001_2023-04-25_2_18b1c0c8d7,0:10:38,0.56,0.63,0.62,True,True,True,0.4
00680001_2023-04-27_1_efbdf21380,0:11:09,0.57,0.54,0.7,True,True,True,0.4
00680001_2023-05-07_1_fa11904865,0:03:57,0.17,0.22,0.17,False,False,False,0.4
00680001_2023-05-13_2_933e393bc8,0:09:43,0.27,0.31,0.23,False,False,False,0.4
00680001_2023-05-15_2_4a3cf9db83,0:00:20,0.16,0.1,0.12,False,False,False,0.4
00680001_2023-05-27_1_c74217d88f,0:05:43,0.31,0.4,0.38,False,True,False,0.4
00680001_2023-05-27_1_c74217d88f,0:07:07,0.41,0.45,0.35,True,True,False,0.4
00680001_2023-05-28_1_df8fb36724,0:03:35,0.78,0.63,0.81,True,True,True,0.4
00680001_2023-06-03_1_0241caf670,0:04:07,0.33,0.55,0.54,False,True,True,0.4
00680001_2023-06-03_1_0241caf670,0:06:33,0.64,0.59,0.78,True,True,True,0.4
00680001_2023-06-04_2_ee52d70a99,0:08:03,0.52,0.49,0.57,True,True,True,0.4
00680001_2023-06-18_2_4490cc06a5,0:07:57,0.56,0.19,0.29,True,False,False,0.4
00680001_2023-06-24_2_af77337e91,0:00:29,0.34,0.39,0.38,False,False,False,0.4
00680001_2023-07-02_1_6d0f459006,0:06:48,0.43,0.4,0.35,True,True,False,0.4
00680001_2023-07-02_1_707a40bf07,0:08:37,0.88,0.99,0.93,True,True,True,0.4
00720001_2023-06-12_1_e34f296355,0:07:41,0.69,0.77,0.75,True,True,True,0.4
00720001_2023-06-22_1_82723c9473,0:09:11,0.54,0.89,0.86,True,True,True,0.4
00720001_2023-06-26_1_53718ee9b4,0:05:49,0.11,0.14,0.1,False,False,False,0.4
00720001_2023-07-28_2_b5e4d19754,0:03:05,0.31,0.36,0.33,False,False,False,0.4
00720001_2023-08-16_1_83cd038376,0:12:28,0.22,0.26,0.25,False,False,False,0.4
00720001_2023-08-28_1_112df35328,0:10:57,0.17,0.23,0.21,False,False,False,0.4
00720001_2023-08-28_1_112df35328,0:12:54,0.56,0.5,0.68,True,True,True,0.4
00720001_2023-08-31_1_40946b6b82,0:11:06,0.23,0.23,0.23,False,False,False,0.4
00720001_2023-09-17_4_a491bd691d,0:00:35,0.21,0.3,0.38,False,False,False,0.4
00720001_2023-09-26_1_2775c101be,0:10:54,0.41,0.19,0.45,True,False,True,0.4
00720001_2023-09-26_3_a841fda7ba,0:01:17,0.19,0.24,0.16,False,False,False,0.4
00720001_2023-09-26_3_a841fda7ba,0:02:50,0.19,0.13,0.12,False,False,False,0.4
00720001_2023-09-30_1_c954428697,0:03:01,0.59,0.3,0.35,True,False,False,0.4
00720001_2023-09-30_2_34429b42b3,0:02:34,0.21,0.2,0.21,False,False,False,0.4
00720001_2024-01-22_2_0d145210b5,0:02:47,0.21,0.23,0.14,False,False,False,0.4
00720001_2024-02-03_1_3a5c521a4b,0:04:53,0.22,0.22,0.2,False,False,False,0.4
00720001_2024-03-16_1_d35cc36ed0,0:10:12,0.42,0.53,0.51,True,True,True,0.4
00720001_2024-03-16_4_e45a575814,0:09:30,0.42,0.38,0.73,True,False,True,0.4
00720001_NA_2_99ec088a83,0:13:55,0.14,0.17,0.17,False,False,False,0.4
00720001_NA_2_99ec088a83,0:16:53,0.25,0.17,0.52,False,False,True,0.4
00720001_NA_4_f5a837d9be,0:04:37,0.18,0.22,0.22,False,False,False,0.4
00820001_2023-04-30_1_b43e370e3f,0:10:26,0.3,0.29,0.32,False,False,False,0.4
00820001_2023-05-06_1_a65890af27,0:08:37,0.33,0.4,0.39,False,True,False,0.4
00820001_2023-05-15_1_5e77303582,0:07:49,0.18,0.16,0.19,False,False,False,0.4
00820001_2023-05-15_2_754d90baba,0:09:28,0.33,0.37,0.32,False,False,False,0.4
00820001_2023-05-20_3_ab6a74267d,0:02:03,0.38,0.48,0.47,False,True,True,0.4
00820001_2023-05-24_3_2a874ad96f,0:03:29,0.17,0.17,0.19,False,False,False,0.4
00820001_2023-05-31_2_fe0cdedd1e,0:04:29,0.29,0.24,0.38,False,False,False,0.4
00820001_2023-07-13_3_ec5be615f1,0:09:27,0.2,0.18,0.37,False,False,False,0.4
00820001_2023-07-19_1_915c3be8f0,0:12:55,0.24,0.32,0.3,False,False,False,0.4
00820001_2023-07-25_2_18b478c1aa,0:05:44,0.46,0.33,0.61,True,False,True,0.4
00820001_2023-08-05_1_06f791ccdb,0:01:46,0.23,0.27,0.21,False,False,False,0.4
00820001_2023-08-14_2_75a9252491,0:08:15,0.66,0.21,0.78,True,False,True,0.4
00820001_2023-08-17_3_c59658476c,0:05:22,0.43,0.19,0.69,True,False,True,0.4
00820001_2023-09-09_3_9bd1bd694e,0:09:58,0.16,0.22,0.37,False,False,False,0.4
00820001_2023-09-09_4_21be4e5393,0:00:47,0.36,0.41,0.51,False,True,True,0.4
00820001_2023-09-12_2_4f563c2739,0:03:51,0.28,0.39,0.37,False,False,False,0.4
00820001_2023-09-14_3_1534df0269,0:09:43,0.23,0.17,0.28,False,False,False,0.4
00820001_2023-09-18_2_d55ce30bfc,0:01:14,0.69,0.61,0.49,True,True,True,0.4
00820001_2023-09-25_2_0dcb7ba731,0:07:36,0.17,0.25,0.35,False,False,False,0.4
00820001_2023-09-25_2_0dcb7ba731,0:08:54,0.21,0.2,0.16,False,False,False,0.4
00820001_2023-10-06_1_79929644a2,0:11:24,0.42,0.34,0.71,True,False,True,0.4
00820001_2023-10-18_4_3a66117f90,0:01:49,0.69,0.82,0.82,True,True,True,0.4
00820001_2023-11-01_1_d7731cb9e7,0:07:02,0.33,0.26,0.53,False,False,True,0.4
00820001_2023-11-08_1_7302fcb5f0,0:05:36,0.44,0.62,0.63,True,True,True,0.4
00820001_2023-11-08_4_f291ec9719,0:02:11,0.4,0.52,0.51,True,True,True,0.4
00820001_2023-11-20_3_f8bd38e585,0:09:34,0.24,0.24,0.18,False,False,False,0.4
00820001_2023-11-20_3_f8bd38e585,0:11:26,0.35,0.39,0.38,False,False,False,0.4
00820001_2023-11-29_1_427bb6f7d4,0:06:32,0.28,0.21,0.48,False,False,True,0.4
00820001_2023-12-09_2_c5ce6ef27f,0:04:11,0.23,0.2,0.23,False,False,False,0.4
00820001_2023-12-23_1_280cd33303,0:01:17,0.17,0.16,0.16,False,False,False,0.4
00820001_2024-01-10_1_9e1979ee9b,0:06:55,0.18,0.15,0.18,False,False,False,0.4
00820001_2024-01-10_4_01d78bb5f6,0:05:19,0.43,0.17,0.75,True,False,True,0.4
00820001_2024-01-12_1_f86ff001a3,0:00:16,0.38,0.52,0.47,False,True,True,0.4
00820001_2024-01-20_1_073bd53814,0:11:16,0.29,0.36,0.34,False,False,False,0.4
00820001_2024-02-05_1_8befee0ced,0:07:07,0.18,0.18,0.29,False,False,False,0.4
00820001_2024-02-05_3_5b3787c198,0:10:35,0.48,0.57,0.57,True,True,True,0.4
00820001_2024-02-19_1_8326b126ae,0:13:14,0.32,0.33,0.32,False,False,False,0.4
00820001_2024-02-19_2_3def027e30,0:00:50,0.33,0.35,0.33,False,False,False,0.4
00820001_2024-02-23_1_3335405e34,0:04:09,0.22,0.21,0.44,False,False,True,0.4
00820001_2024-03-03_2_106a11559a,0:06:29,0.63,0.77,0.75,True,True,True,0.4
00820001_2024-03-10_2_cd069ba888,0:09:47,0.29,0.31,0.41,False,False,True,0.4
00820001_2024-03-10_3_efb1e8175d,0:00:48,0.39,0.44,0.62,False,True,True,0.4
00820001_2024-03-24_2_f557c8c793,0:06:20,0.21,0.2,0.3,False,False,False,0.4
00820001_2024-04-09_1_54b8f243de,0:06:04,0.21,0.24,0.33,False,False,False,0.4
00820001_2024-04-09_3_a71a4ac5c9,0:06:05,0.3,0.25,0.52,False,False,True,0.4
00820001_2024-04-21_1_874fbcdbf2,0:03:17,0.41,0.17,0.79,True,False,True,0.4
00820001_2024-04-21_3_66ab0f1e66,0:03:30,0.25,0.24,0.33,False,False,False,0.4
00820001_2024-05-03_2_a3f81346c0,0:04:54,0.31,0.38,0.35,False,False,False,0.4
00820001_2024-05-29_1_3c0ac33ccb,0:01:23,0.57,0.21,0.9,True,False,True,0.4
00820001_2024-05-29_1_d421caef5c,0:06:26,0.75,0.62,0.91,True,True,True,0.4
00820001_2024-06-17_1_48579408dd,0:03:38,0.81,0.88,0.84,True,True,True,0.4
00820001_2024-06-17_2_ed95502dec,0:07:37,0.82,0.94,0.87,True,True,True,0.4
00820001_2024-06-29_2_95df3471e1,0:09:39,0.33,0.33,0.26,False,False,False,0.4
00820001_NA_1_799dc8fa4f,0:03:55,0.18,0.23,0.19,False,False,False,0.4
01420001_2024-05-20_1_10a1a67ed7,0:11:26,0.14,0.16,0.25,False,False,False,0.4
01420001_2024-05-20_2_295b8e7c26,0:07:24,0.26,0.27,0.24,False,False,False,0.4
01450001_2024-05-29_1_7eda2ff003,0:01:48,0.37,0.39,0.37,False,False,False,0.4
01450001_2024-07-24_1_84f1c8732c,0:04:20,0.35,0.38,0.46,False,False,True,0.4
01450001_2024-07-24_3_959f5f43a1,0:07:06,0.32,0.43,0.39,False,True,False,0.4
01480001_2024-01-31_4_edd2544e49,0:10:55,0.71,0.8,0.79,True,True,True,0.4
01480001_2024-02-14_2_b36ec1298a,0:02:13,0.79,0.93,0.89,True,True,True,0.4
01480001_2024-05-06_2_45bfa7584e,0:00:26,0.32,0.42,0.39,False,True,False,0.4
01520001_2024-01-29_3_4ad572a90e,0:03:52,0.25,0.26,0.25,False,False,False,0.4
01520001_2024-01-29_4_1f42d5db42,0:07:04,0.57,0.77,0.75,True,True,True,0.4
01520001_2024-02-21_1_964c2f55b4,0:01:11,0.16,0.19,0.21,False,False,False,0.4
01520001_2024-03-04_1_1e5ff9e9ac,0:05:01,0.35,0.48,0.33,False,True,False,0.4
01520001_2024-04-29_3_48c1b8e320,0:04:02,0.48,0.56,0.51,True,True,True,0.4
01540002_2024-07-22_1_680d3e34fc,0:04:26,0.75,0.89,0.86,True,True,True,0.4
01540002_2024-07-24_1_f34fd2cfc6,0:00:13,0.8,0.96,0.95,True,True,True,0.4
01540002_2024-07-24_1_f34fd2cfc6,0:02:31,0.83,0.98,0.97,True,True,True,0.4
01540002_2024-08-05_2_1a97b537c7,0:04:11,0.57,0.75,0.73,True,True,True,0.4
01560001_2024-03-04_1_ae9d593318,0:03:18,0.29,0.15,0.73,False,False,True,0.4
01560001_2024-05-08_1_2590eec6c2,0:00:30,0.29,0.32,0.29,False,False,False,0.4
01570002_2024-08-05_3_ae02df547b,0:01:33,0.38,0.47,0.44,False,True,True,0.4
01570002_2024-08-05_3_ae02df547b,0:04:27,0.15,0.33,0.25,False,False,False,0.4
01590001_2024-06-10_1_d6da4de372,0:06:20,0.74,0.75,0.74,True,True,True,0.4
01640001_2024-07-31_1_d03fb67b3c,0:05:23,0.28,0.37,0.35,False,False,False,0.4
01660001_2024-07-26_1_5779952db9,0:00:48,0.18,0.22,0.2,False,False,False,0.4
01670001_2024-02-05_1_4e53ac44f9,0:01:01,0.61,0.18,0.73,True,False,True,0.4
01670001_2024-02-05_2_e72e92f6c4,0:08:05,0.3,0.22,0.48,False,False,True,0.4
01670001_2024-02-05_4_9f3c6d67a1,0:03:04,0.76,0.88,0.84,True,True,True,0.4
01670001_2024-02-14_2_1f6a370c5b,0:04:03,0.61,0.73,0.72,True,True,True,0.4
01670001_2024-04-24_3_baca7196ce,0:00:08,0.41,0.29,0.77,True,False,True,0.4
01670001_2024-05-20_1_f157a92e56,0:01:19,0.83,0.86,0.82,True,True,True,0.4
01670001_2024-05-20_4_264323ec87,0:03:30,0.92,0.98,0.97,True,True,True,0.4
01670001_2024-05-20_5_924cba5e5b,0:00:22,0.61,0.63,0.59,True,True,True,0.4
01670001_2024-07-17_3_801f2e4f57,0:02:04,0.35,0.42,0.41,False,True,True,0.4
01670001_2024-07-24_2_8dd315910d,0:10:46,0.17,0.2,0.19,False,False,False,0.4
01670001_2024-07-24_2_8dd315910d,0:10:48,0.16,0.19,0.16,False,False,False,0.4
01700001_2024-08-07_1_e7947c1d38,0:09:08,0.17,0.24,0.21,False,False,False,0.4
01720001_2024-02-05_2_54166b59ba,0:09:36,0.52,0.57,0.54,True,True,True,0.4
01720001_2024-02-14_3_1ccf9c10a2,0:02:04,0.6,0.71,0.69,True,True,True,0.4
01720001_2024-03-04_2_c4c357cd7a,0:02:18,0.44,0.49,0.56,True,True,True,0.4
01720001_2024-03-06_4_b95b49050a,0:08:26,0.6,0.85,0.83,True,True,True,0.4
01740001_2023-07-17_2_f2a7df834b,0:01:59,0.5,0.61,0.6,True,True,True,0.4
01740001_2024-02-21_1_bc985c3897,0:09:33,0.51,0.63,0.61,True,True,True,0.4
01740001_2024-05-20_1_d3910fdc77,0:01:02,0.67,0.82,0.81,True,True,True,0.4
01740001_2024-06-05_1_75f38ed650,0:10:34,0.19,0.25,0.38,False,False,False,0.4
01740001_2024-06-05_2_03b5e0ded6,0:09:35,0.21,0.2,0.18,False,False,False,0.4
01740001_2024-07-15_1_16a674074f,0:07:11,0.96,1.03,1.02,True,True,True,0.4
01740001_2024-07-22_1_9251406923,0:03:06,0.24,0.27,0.3,False,False,False,0.4
01750001_2023-07-28_2_da6b87e278,0:03:47,0.57,0.74,0.7,True,True,True,0.4
01750001_2024-05-29_1_a05c22fc66,0:02:12,0.42,0.21,0.56,True,False,True,0.4
01750001_2024-06-03_2_b23ae6ba20,0:08:18,0.2,0.19,0.24,False,False,False,0.4
01750001_2024-06-03_4_e12c97dce2,0:02:14,0.33,0.39,0.38,False,False,False,0.4
01750001_2024-08-05_1_537eb51532,0:06:40,0.24,0.2,0.48,False,False,True,0.4
01920001_2024-02-07_2_b0888a814f,0:09:02,0.45,0.23,0.71,True,False,True,0.4
01920001_2024-07-22_1_ddc3ab3b78,0:06:59,0.46,0.18,0.62,True,False,True,0.4
01920001_2024-08-05_1_59eba7c2e6,0:05:43,0.88,0.97,0.96,True,True,True,0.4
01970001_2024-08-07_1_8c48e6c042,0:11:30,0.74,0.75,0.74,True,True,True,0.4
01970003_2024-02-07_2_8e8ab8f657,0:07:55,0.33,0.41,0.38,False,True,False,0.4
01970003_2024-02-07_3_0bb5419f70,0:06:03,0.4,0.62,0.61,True,True,True,0.4
01970003_2024-02-26_2_88dfde5be6,0:02:35,0.44,0.56,0.54,True,True,True,0.4
01970003_2024-04-29_1_616d334bf9,0:05:06,0.62,0.54,0.37,True,True,False,0.4
01980001_2024-07-29_2_f77a54b51f,0:02:21,0.63,0.77,0.72,True,True,True,0.4
01990002_2024-07-19_2_4f22a995ab,0:11:06,0.68,0.86,0.83,True,True,True,0.4
02080001_2024-02-28_3_ca466e277e,0:10:57,0.32,0.17,0.64,False,False,True,0.4
02100001_2024-01-24_4_71e63bff91,0:03:31,0.59,0.46,0.7,True,True,True,0.4
02100001_2024-06-05_1_3d6d5638ee,0:03:55,0.5,0.61,0.6,True,True,True,0.4
02100001_2024-06-10_1_f87928368c,0:08:08,0.31,0.41,0.39,False,True,False,0.4
02100001_2024-06-10_2_e579d6a0bf,0:00:23,0.37,0.49,0.44,False,True,True,0.4
02140001_2023-07-31_1_4b817f843e,0:06:17,0.86,1.0,0.99,True,True,True,0.4
02140001_2023-08-02_2_719c50076c,0:12:44,0.21,0.26,0.24,False,False,False,0.4
02140001_2023-08-07_1_730f65bc30,0:01:49,0.29,0.2,0.67,False,False,True,0.4
02140001_2023-08-07_2_d9f99314c7,0:10:18,0.18,0.27,0.92,False,False,True,0.4
02140001_2023-08-07_4_24afe444e6,0:01:25,0.31,0.29,0.59,False,False,True,0.4
02300001_2024-02-28_1_3cbce0cde0,0:03:11,0.67,0.71,0.69,True,True,True,0.4
02300001_2024-07-31_1_802d18d383,0:02:53,0.2,0.24,0.21,False,False,False,0.4
02370001_2023-07-14_1_16107de421,0:01:18,0.86,0.99,0.9,True,True,True,0.4
02370001_2023-07-17_3_7fcf8a614d,0:00:55,0.78,0.92,0.89,True,True,True,0.4
02390001_2023-07-21_1_85ba7bf076,0:11:40,0.2,0.28,0.25,False,False,False,0.4
02390001_2023-07-26_1_c134aac074,0:01:33,0.83,0.76,0.61,True,True,True,0.4
02390001_2023-07-26_2_b86a786d32,0:02:40,0.27,0.32,0.31,False,False,False,0.4
02390001_2024-04-17_3_c6b31c7676,0:04:12,0.46,0.5,0.59,True,True,True,0.4
02410001_2023-07-26_3_a4adb719b3,0:08:29,0.62,0.68,0.67,True,True,True,0.4
02410001_2023-08-09_1_f02da4ae4e,0:02:42,0.25,0.29,0.28,False,False,False,0.4
02410001_2023-08-09_3_c412bf8978,0:10:26,0.63,0.59,0.61,True,True,True,0.4
02410001_2024-01-31_2_a1ea1fcf1a,0:01:41,0.68,0.81,0.79,True,True,True,0.4
02410001_2024-02-14_1_e68c3f79a4,0:09:02,0.27,0.24,0.45,False,False,True,0.4
02410001_2024-05-20_1_6419ebc1b6,0:00:40,0.32,0.4,0.37,False,True,False,0.4
02410001_2024-05-20_1_6419ebc1b6,0:00:47,0.65,0.79,0.77,True,True,True,0.4
02410001_2024-05-20_1_6419ebc1b6,0:03:33,0.31,0.15,0.57,False,False,True,0.4
02410001_2024-06-05_1_dfd116036d,0:10:02,0.39,0.45,0.42,False,True,True,0.4
02450001_2023-08-02_2_9200af4326,0:06:58,0.2,0.26,0.25,False,False,False,0.4
02450001_2024-05-13_1_804f538b0f,0:06:57,0.72,0.45,0.78,True,True,True,0.4
02450001_2024-05-13_3_67caa22842,0:08:26,0.44,0.44,0.4,True,True,True,0.4
02450001_2024-06-03_3_5026cd47fe,0:03:58,0.15,0.13,0.12,False,False,False,0.4
02450001_2024-07-26_1_38ab4d7bec,0:16:49,0.16,0.64,0.56,False,True,True,0.4
02490001_2024-02-07_1_0cc567ede0,0:08:02,0.92,0.99,0.96,True,True,True,0.4
02490001_2024-02-07_2_6436f13fc8,0:12:26,0.41,0.48,0.46,True,True,True,0.4
02490001_2024-04-29_2_4c4ac58d9b,0:07:21,0.39,0.44,0.54,False,True,True,0.4
02490001_2024-04-29_4_8cdb9a73bf,0:05:50,0.76,0.8,0.86,True,True,True,0.4
02510001_2024-02-21_1_7a24f8494a,0:07:38,0.74,0.85,0.84,True,True,True,0.4
02510001_2024-05-20_3_52c211f7ef,0:07:44,0.17,0.21,0.24,False,False,False,0.4
02630001_2024-07-19_1_84b6db3f6a,0:07:09,0.17,0.21,0.23,False,False,False,0.4
02670001_2023-07-17_3_20dd6c5762,0:01:44,0.59,0.27,0.8,True,False,True,0.4
02670001_2023-07-17_3_20dd6c5762,0:06:25,0.3,0.3,0.28,False,False,False,0.4
02670001_2023-07-19_1_2c187925f9,0:00:26,0.44,0.56,0.52,True,True,True,0.4
02670001_2023-07-24_2_0d4f1dbdd3,0:02:02,0.28,0.32,0.28,False,False,False,0.4
02740001_2023-07-19_2_c85b6b3224,0:08:02,0.53,0.65,0.61,True,True,True,0.4
02740001_2023-07-19_2_c85b6b3224,0:08:47,0.27,0.33,0.43,False,False,True,0.4
02750001_2023-07-24_3_3360797ab7,0:00:13,0.22,0.13,0.47,False,False,True,0.4
02800001_2023-08-04_2_85acfde0c5,0:00:19,0.63,0.55,0.67,True,True,True,0.4
02950001_2023-07-21_1_7b0648911c,0:03:59,0.41,0.46,0.43,True,True,True,0.4
